ScholarshipID,ScholarshipName,State,Qualification,Category,Origin,Type,Availability,Amount,Deadline,ApplicationLink,Description
ID-408,MahaDBT Post-Matric Scholarship,Maharashtra,Class XII,BPL,National,Scholarship,Active,50000,31-12-2025,https://scholarships.gov.in/home,The MahaDBT Post-Matric Scholarship provides financial assistance to BPL students pursuing Class XII in Maharashtra.
ID-409,MahaDBT Post-Matric Scholarship,Maharashtra,MBBS,General,National,Scholarship,Active,55000,31-12-2025,https://scholarships.gov.in/home,The MahaDBT Post-Matric Scholarship provides financial assistance to General students pursuing MBBS in Maharashtra.
ID-410,MahaDBT Post-Matric Scholarship,Maharashtra,MBBS,SC/ST/OBC,National,Scholarship,Active,10000,31-12-2025,https://scholarships.gov.in/home,The MahaDBT Post-Matric Scholarship provides financial assistance to SC/ST/OBC students pursuing MBBS in Maharashtra.
ID-411,MahaDBT Post-Matric Scholarship,Maharashtra,MBBS,Girls,National,Scholarship,Active,15000,31-12-2025,https://scholarships.gov.in/home,The MahaDBT Post-Matric Scholarship provides financial assistance to Girls students pursuing MBBS in Maharashtra.
ID-412,MahaDBT Post-Matric Scholarship,Maharashtra,MBBS,Minority,National,Scholarship,Active,20000,31-12-2025,https://scholarships.gov.in/home,The MahaDBT Post-Matric Scholarship provides financial assistance to Minority students pursuing MBBS in Maharashtra.
ID-413,MahaDBT Post-Matric Scholarship,Maharashtra,MBBS,Economically Backward Class,National,Scholarship,Active,25000,31-12-2025,https://scholarships.gov.in/home,The MahaDBT Post-Matric Scholarship provides financial assistance to Economically Backward Class students pursuing MBBS in Maharashtra.
ID-414,MahaDBT Post-Matric Scholarship,Maharashtra,MBBS,BPL,National,Scholarship,Active,30000,31-12-2025,https://scholarships.gov.in/home,The MahaDBT Post-Matric Scholarship provides financial assistance to BPL students pursuing MBBS in Maharashtra.
ID-415,MahaDBT Post-Matric Scholarship,Maharashtra,B.Tech.,General,National,Scholarship,Active,35000,31-12-2025,https://scholarships.gov.in/home,The MahaDBT Post-Matric Scholarship provides financial assistance to General students pursuing B.Tech. in Maharashtra.
ID-416,MahaDBT Post-Matric Scholarship,Maharashtra,B.Tech.,SC/ST/OBC,National,Scholarship,Active,40000,31-12-2025,https://scholarships.gov.in/home,The MahaDBT Post-Matric Scholarship provides financial assistance to SC/ST/OBC students pursuing B.Tech. in Maharashtra.
ID-417,MahaDBT Post-Matric Scholarship,Maharashtra,B.Tech.,Girls,National,Scholarship,Active,45000,31-12-2025,https://scholarships.gov.in/home,The MahaDBT Post-Matric Scholarship provides financial assistance to Girls students pursuing B.Tech. in Maharashtra.
ID-418,MahaDBT Post-Matric Scholarship,Maharashtra,B.Tech.,Minority,National,Scholarship,Active,50000,31-12-2025,https://scholarships.gov.in/home,The MahaDBT Post-Matric Scholarship provides financial assistance to Minority students pursuing B.Tech. in Maharashtra.
ID-419,MahaDBT Post-Matric Scholarship,Maharashtra,B.Tech.,Economically Backward Class,National,Scholarship,Active,55000,31-12-2025,https://scholarships.gov.in/home,The MahaDBT Post-Matric Scholarship provides financial assistance to Economically Backward Class students pursuing B.Tech. in Maharashtra.
ID-420,MahaDBT Post-Matric Scholarship,Maharashtra,B.Tech.,BPL,National,Scholarship,Active,10000,31-12-2025,https://scholarships.gov.in/home,The MahaDBT Post-Matric Scholarship provides financial assistance to BPL students pursuing B.Tech. in Maharashtra.
ID-421,MahaDBT Post-Matric Scholarship,Maharashtra,MCA,General,National,Scholarship,Active,15000,31-12-2025,https://scholarships.gov.in/home,The MahaDBT Post-Matric Scholarship provides financial assistance to General students pursuing MCA in Maharashtra.
ID-422,MahaDBT Post-Matric Scholarship,Maharashtra,MCA,SC/ST/OBC,National,Scholarship,Active,20000,31-12-2025,https://scholarships.gov.in/home,The MahaDBT Post-Matric Scholarship provides financial assistance to SC/ST/OBC students pursuing MCA in Maharashtra.
ID-423,MahaDBT Post-Matric Scholarship,Maharashtra,MCA,Girls,National,Scholarship,Active,25000,31-12-2025,https://scholarships.gov.in/home,The MahaDBT Post-Matric Scholarship provides financial assistance to Girls students pursuing MCA in Maharashtra.
ID-424,MahaDBT Post-Matric Scholarship,Maharashtra,MCA,Minority,National,Scholarship,Active,30000,31-12-2025,https://scholarships.gov.in/home,The MahaDBT Post-Matric Scholarship provides financial assistance to Minority students pursuing MCA in Maharashtra.
ID-425,MahaDBT Post-Matric Scholarship,Maharashtra,MCA,Economically Backward Class,National,Scholarship,Active,35000,31-12-2025,https://scholarships.gov.in/home,The MahaDBT Post-Matric Scholarship provides financial assistance to Economically Backward Class students pursuing MCA in Maharashtra.
ID-426,MahaDBT Post-Matric Scholarship,Maharashtra,MCA,BPL,National,Scholarship,Active,40000,31-12-2025,https://scholarships.gov.in/home,The MahaDBT Post-Matric Scholarship provides financial assistance to BPL students pursuing MCA in Maharashtra.
ID-427,MahaDBT Post-Matric Scholarship,Maharashtra,MBA,General,National,Scholarship,Active,45000,31-12-2025,https://scholarships.gov.in/home,The MahaDBT Post-Matric Scholarship provides financial assistance to General students pursuing MBA in Maharashtra.
ID-428,MahaDBT Post-Matric Scholarship,Maharashtra,MBA,SC/ST/OBC,National,Scholarship,Active,50000,31-12-2025,https://scholarships.gov.in/home,The MahaDBT Post-Matric Scholarship provides financial assistance to SC/ST/OBC students pursuing MBA in Maharashtra.
ID-429,MahaDBT Post-Matric Scholarship,Maharashtra,MBA,Girls,National,Scholarship,Active,55000,31-12-2025,https://scholarships.gov.in/home,The MahaDBT Post-Matric Scholarship provides financial assistance to Girls students pursuing MBA in Maharashtra.
ID-430,MahaDBT Post-Matric Scholarship,Maharashtra,MBA,Minority,National,Scholarship,Active,10000,31-12-2025,https://scholarships.gov.in/home,The MahaDBT Post-Matric Scholarship provides financial assistance to Minority students pursuing MBA in Maharashtra.
ID-431,MahaDBT Post-Matric Scholarship,Maharashtra,MBA,Economically Backward Class,National,Scholarship,Active,15000,31-12-2025,https://scholarships.gov.in/home,The MahaDBT Post-Matric Scholarship provides financial assistance to Economically Backward Class students pursuing MBA in Maharashtra.
ID-432,MahaDBT Post-Matric Scholarship,Maharashtra,MBA,BPL,National,Scholarship,Active,20000,31-12-2025,https://scholarships.gov.in/home,The MahaDBT Post-Matric Scholarship provides financial assistance to BPL students pursuing MBA in Maharashtra.
ID-433,MahaDBT Post-Matric Scholarship,Maharashtra,BBA,General,National,Scholarship,Active,25000,31-12-2025,https://scholarships.gov.in/home,The MahaDBT Post-Matric Scholarship provides financial assistance to General students pursuing BBA in Maharashtra.
ID-434,MahaDBT Post-Matric Scholarship,Maharashtra,BBA,SC/ST/OBC,National,Scholarship,Active,30000,31-12-2025,https://scholarships.gov.in/home,The MahaDBT Post-Matric Scholarship provides financial assistance to SC/ST/OBC students pursuing BBA in Maharashtra.
ID-435,MahaDBT Post-Matric Scholarship,Maharashtra,BBA,Girls,National,Scholarship,Active,35000,31-12-2025,https://scholarships.gov.in/home,The MahaDBT Post-Matric Scholarship provides financial assistance to Girls students pursuing BBA in Maharashtra.
ID-436,MahaDBT Post-Matric Scholarship,Maharashtra,BBA,Minority,National,Scholarship,Active,40000,31-12-2025,https://scholarships.gov.in/home,The MahaDBT Post-Matric Scholarship provides financial assistance to Minority students pursuing BBA in Maharashtra.
ID-437,MahaDBT Post-Matric Scholarship,Maharashtra,BBA,Economically Backward Class,National,Scholarship,Active,45000,31-12-2025,https://scholarships.gov.in/home,The MahaDBT Post-Matric Scholarship provides financial assistance to Economically Backward Class students pursuing BBA in Maharashtra.
ID-438,MahaDBT Post-Matric Scholarship,Maharashtra,BBA,BPL,National,Scholarship,Active,50000,31-12-2025,https://scholarships.gov.in/home,The MahaDBT Post-Matric Scholarship provides financial assistance to BPL students pursuing BBA in Maharashtra.
ID-439,MahaDBT Post-Matric Scholarship,Maharashtra,BCA,General,National,Scholarship,Active,55000,31-12-2025,https://scholarships.gov.in/home,The MahaDBT Post-Matric Scholarship provides financial assistance to General students pursuing BCA in Maharashtra.
ID-440,MahaDBT Post-Matric Scholarship,Maharashtra,BCA,SC/ST/OBC,National,Scholarship,Active,10000,31-12-2025,https://scholarships.gov.in/home,The MahaDBT Post-Matric Scholarship provides financial assistance to SC/ST/OBC students pursuing BCA in Maharashtra.
ID-441,MahaDBT Post-Matric Scholarship,Maharashtra,BCA,Girls,National,Scholarship,Active,15000,31-12-2025,https://scholarships.gov.in/home,The MahaDBT Post-Matric Scholarship provides financial assistance to Girls students pursuing BCA in Maharashtra.
ID-442,MahaDBT Post-Matric Scholarship,Maharashtra,BCA,Minority,National,Scholarship,Active,20000,31-12-2025,https://scholarships.gov.in/home,The MahaDBT Post-Matric Scholarship provides financial assistance to Minority students pursuing BCA in Maharashtra.
ID-443,MahaDBT Post-Matric Scholarship,Maharashtra,BCA,Economically Backward Class,National,Scholarship,Active,25000,31-12-2025,https://scholarships.gov.in/home,The MahaDBT Post-Matric Scholarship provides financial assistance to Economically Backward Class students pursuing BCA in Maharashtra.
ID-444,MahaDBT Post-Matric Scholarship,Maharashtra,BCA,BPL,National,Scholarship,Active,30000,31-12-2025,https://scholarships.gov.in/home,The MahaDBT Post-Matric Scholarship provides financial assistance to BPL students pursuing BCA in Maharashtra.
ID-445,MahaDBT Post-Matric Scholarship,Maharashtra,B.Sc.,General,National,Scholarship,Active,35000,31-12-2025,https://scholarships.gov.in/home,The MahaDBT Post-Matric Scholarship provides financial assistance to General students pursuing B.Sc. in Maharashtra.
ID-446,MahaDBT Post-Matric Scholarship,Maharashtra,B.Sc.,SC/ST/OBC,National,Scholarship,Active,40000,31-12-2025,https://scholarships.gov.in/home,The MahaDBT Post-Matric Scholarship provides financial assistance to SC/ST/OBC students pursuing B.Sc. in Maharashtra.
ID-447,MahaDBT Post-Matric Scholarship,Maharashtra,B.Sc.,Girls,National,Scholarship,Active,45000,31-12-2025,https://scholarships.gov.in/home,The MahaDBT Post-Matric Scholarship provides financial assistance to Girls students pursuing B.Sc. in Maharashtra.
ID-448,MahaDBT Post-Matric Scholarship,Maharashtra,B.Sc.,Minority,National,Scholarship,Active,50000,31-12-2025,https://scholarships.gov.in/home,The MahaDBT Post-Matric Scholarship provides financial assistance to Minority students pursuing B.Sc. in Maharashtra.
ID-449,MahaDBT Post-Matric Scholarship,Maharashtra,B.Sc.,Economically Backward Class,National,Scholarship,Active,55000,31-12-2025,https://scholarships.gov.in/home,The MahaDBT Post-Matric Scholarship provides financial assistance to Economically Backward Class students pursuing B.Sc. in Maharashtra.
ID-450,MahaDBT Post-Matric Scholarship,Maharashtra,B.Sc.,BPL,National,Scholarship,Active,10000,31-12-2025,https://scholarships.gov.in/home,The MahaDBT Post-Matric Scholarship provides financial assistance to BPL students pursuing B.Sc. in Maharashtra.
ID-451,MahaDBT Post-Matric Scholarship,Maharashtra,MS,General,National,Scholarship,Active,15000,31-12-2025,https://scholarships.gov.in/home,The MahaDBT Post-Matric Scholarship provides financial assistance to General students pursuing MS in Maharashtra.
ID-452,MahaDBT Post-Matric Scholarship,Maharashtra,MS,SC/ST/OBC,National,Scholarship,Active,20000,31-12-2025,https://scholarships.gov.in/home,The MahaDBT Post-Matric Scholarship provides financial assistance to SC/ST/OBC students pursuing MS in Maharashtra.
ID-453,MahaDBT Post-Matric Scholarship,Maharashtra,MS,Girls,National,Scholarship,Active,25000,31-12-2025,https://scholarships.gov.in/home,The MahaDBT Post-Matric Scholarship provides financial assistance to Girls students pursuing MS in Maharashtra.
ID-454,MahaDBT Post-Matric Scholarship,Maharashtra,MS,Minority,National,Scholarship,Active,30000,31-12-2025,https://scholarships.gov.in/home,The MahaDBT Post-Matric Scholarship provides financial assistance to Minority students pursuing MS in Maharashtra.
ID-455,MahaDBT Post-Matric Scholarship,Maharashtra,MS,Economically Backward Class,National,Scholarship,Active,35000,31-12-2025,https://scholarships.gov.in/home,The MahaDBT Post-Matric Scholarship provides financial assistance to Economically Backward Class students pursuing MS in Maharashtra.
ID-456,MahaDBT Post-Matric Scholarship,Maharashtra,MS,BPL,National,Scholarship,Active,40000,31-12-2025,https://scholarships.gov.in/home,The MahaDBT Post-Matric Scholarship provides financial assistance to BPL students pursuing MS in Maharashtra.
ID-457,MahaDBT Post-Matric Scholarship,Maharashtra,DNB,General,National,Scholarship,Active,45000,31-12-2025,https://scholarships.gov.in/home,The MahaDBT Post-Matric Scholarship provides financial assistance to General students pursuing DNB in Maharashtra.
ID-458,MahaDBT Post-Matric Scholarship,Maharashtra,DNB,SC/ST/OBC,National,Scholarship,Active,50000,31-12-2025,https://scholarships.gov.in/home,The MahaDBT Post-Matric Scholarship provides financial assistance to SC/ST/OBC students pursuing DNB in Maharashtra.
ID-459,MahaDBT Post-Matric Scholarship,Maharashtra,DNB,Girls,National,Scholarship,Active,55000,31-12-2025,https://scholarships.gov.in/home,The MahaDBT Post-Matric Scholarship provides financial assistance to Girls students pursuing DNB in Maharashtra.
ID-460,MahaDBT Post-Matric Scholarship,Maharashtra,DNB,Minority,National,Scholarship,Active,10000,31-12-2025,https://scholarships.gov.in/home,The MahaDBT Post-Matric Scholarship provides financial assistance to Minority students pursuing DNB in Maharashtra.
ID-461,MahaDBT Post-Matric Scholarship,Maharashtra,DNB,Economically Backward Class,National,Scholarship,Active,15000,31-12-2025,https://scholarships.gov.in/home,The MahaDBT Post-Matric Scholarship provides financial assistance to Economically Backward Class students pursuing DNB in Maharashtra.
ID-462,MahaDBT Post-Matric Scholarship,Maharashtra,DNB,BPL,National,Scholarship,Active,20000,31-12-2025,https://scholarships.gov.in/home,The MahaDBT Post-Matric Scholarship provides financial assistance to BPL students pursuing DNB in Maharashtra.
ID-463,MahaDBT Post-Matric Scholarship,Maharashtra,MD,General,National,Scholarship,Active,25000,31-12-2025,https://scholarships.gov.in/home,The MahaDBT Post-Matric Scholarship provides financial assistance to General students pursuing MD in Maharashtra.
ID-464,MahaDBT Post-Matric Scholarship,Maharashtra,MD,SC/ST/OBC,National,Scholarship,Active,30000,31-12-2025,https://scholarships.gov.in/home,The MahaDBT Post-Matric Scholarship provides financial assistance to SC/ST/OBC students pursuing MD in Maharashtra.
ID-465,MahaDBT Post-Matric Scholarship,Maharashtra,MD,Girls,National,Scholarship,Active,35000,31-12-2025,https://scholarships.gov.in/home,The MahaDBT Post-Matric Scholarship provides financial assistance to Girls students pursuing MD in Maharashtra.
ID-466,MahaDBT Post-Matric Scholarship,Maharashtra,MD,Minority,National,Scholarship,Active,40000,31-12-2025,https://scholarships.gov.in/home,The MahaDBT Post-Matric Scholarship provides financial assistance to Minority students pursuing MD in Maharashtra.
ID-467,MahaDBT Post-Matric Scholarship,Maharashtra,MD,Economically Backward Class,National,Scholarship,Active,45000,31-12-2025,https://scholarships.gov.in/home,The MahaDBT Post-Matric Scholarship provides financial assistance to Economically Backward Class students pursuing MD in Maharashtra.
ID-468,MahaDBT Post-Matric Scholarship,Maharashtra,MD,BPL,National,Scholarship,Active,50000,31-12-2025,https://scholarships.gov.in/home,The MahaDBT Post-Matric Scholarship provides financial assistance to BPL students pursuing MD in Maharashtra.
ID-469,MahaDBT Post-Matric Scholarship,Maharashtra,MDS,General,National,Scholarship,Active,55000,31-12-2025,https://scholarships.gov.in/home,The MahaDBT Post-Matric Scholarship provides financial assistance to General students pursuing MDS in Maharashtra.
ID-470,MahaDBT Post-Matric Scholarship,Maharashtra,MDS,SC/ST/OBC,National,Scholarship,Active,10000,31-12-2025,https://scholarships.gov.in/home,The MahaDBT Post-Matric Scholarship provides financial assistance to SC/ST/OBC students pursuing MDS in Maharashtra.
ID-471,MahaDBT Post-Matric Scholarship,Maharashtra,MDS,Girls,National,Scholarship,Active,15000,31-12-2025,https://scholarships.gov.in/home,The MahaDBT Post-Matric Scholarship provides financial assistance to Girls students pursuing MDS in Maharashtra.
ID-472,MahaDBT Post-Matric Scholarship,Maharashtra,MDS,Minority,National,Scholarship,Active,20000,31-12-2025,https://scholarships.gov.in/home,The MahaDBT Post-Matric Scholarship provides financial assistance to Minority students pursuing MDS in Maharashtra.
ID-473,MahaDBT Post-Matric Scholarship,Maharashtra,MDS,Economically Backward Class,National,Scholarship,Active,25000,31-12-2025,https://scholarships.gov.in/home,The MahaDBT Post-Matric Scholarship provides financial assistance to Economically Backward Class students pursuing MDS in Maharashtra.
ID-474,MahaDBT Post-Matric Scholarship,Maharashtra,MDS,BPL,National,Scholarship,Active,30000,31-12-2025,https://scholarships.gov.in/home,The MahaDBT Post-Matric Scholarship provides financial assistance to BPL students pursuing MDS in Maharashtra.
ID-475,MahaDBT Post-Matric Scholarship,Maharashtra,M.CH,General,National,Scholarship,Active,35000,31-12-2025,https://scholarships.gov.in/home,The MahaDBT Post-Matric Scholarship provides financial assistance to General students pursuing M.CH in Maharashtra.
ID-476,MahaDBT Post-Matric Scholarship,Maharashtra,M.CH,SC/ST/OBC,National,Scholarship,Active,40000,31-12-2025,https://scholarships.gov.in/home,The MahaDBT Post-Matric Scholarship provides financial assistance to SC/ST/OBC students pursuing M.CH in Maharashtra.
ID-477,MahaDBT Post-Matric Scholarship,Maharashtra,M.CH,Girls,National,Scholarship,Active,45000,31-12-2025,https://scholarships.gov.in/home,The MahaDBT Post-Matric Scholarship provides financial assistance to Girls students pursuing M.CH in Maharashtra.
ID-478,MahaDBT Post-Matric Scholarship,Maharashtra,M.CH,Minority,National,Scholarship,Active,50000,31-12-2025,https://scholarships.gov.in/home,The MahaDBT Post-Matric Scholarship provides financial assistance to Minority students pursuing M.CH in Maharashtra.
ID-479,MahaDBT Post-Matric Scholarship,Maharashtra,M.CH,Economically Backward Class,National,Scholarship,Active,55000,31-12-2025,https://scholarships.gov.in/home,The MahaDBT Post-Matric Scholarship provides financial assistance to Economically Backward Class students pursuing M.CH in Maharashtra.
ID-480,MahaDBT Post-Matric Scholarship,Maharashtra,M.CH,BPL,National,Scholarship,Active,10000,31-12-2025,https://scholarships.gov.in/home,The MahaDBT Post-Matric Scholarship provides financial assistance to BPL students pursuing M.CH in Maharashtra.
ID-481,MahaDBT Post-Matric Scholarship,Maharashtra,ME,General,National,Scholarship,Active,15000,31-12-2025,https://scholarships.gov.in/home,The MahaDBT Post-Matric Scholarship provides financial assistance to General students pursuing ME in Maharashtra.
ID-482,MahaDBT Post-Matric Scholarship,Maharashtra,ME,SC/ST/OBC,National,Scholarship,Active,20000,31-12-2025,https://scholarships.gov.in/home,The MahaDBT Post-Matric Scholarship provides financial assistance to SC/ST/OBC students pursuing ME in Maharashtra.
ID-483,MahaDBT Post-Matric Scholarship,Maharashtra,ME,Girls,National,Scholarship,Active,25000,31-12-2025,https://scholarships.gov.in/home,The MahaDBT Post-Matric Scholarship provides financial assistance to Girls students pursuing ME in Maharashtra.
ID-484,MahaDBT Post-Matric Scholarship,Maharashtra,ME,Minority,National,Scholarship,Active,30000,31-12-2025,https://scholarships.gov.in/home,The MahaDBT Post-Matric Scholarship provides financial assistance to Minority students pursuing ME in Maharashtra.
ID-485,MahaDBT Post-Matric Scholarship,Maharashtra,ME,Economically Backward Class,National,Scholarship,Active,35000,31-12-2025,https://scholarships.gov.in/home,The MahaDBT Post-Matric Scholarship provides financial assistance to Economically Backward Class students pursuing ME in Maharashtra.
ID-486,MahaDBT Post-Matric Scholarship,Maharashtra,ME,BPL,National,Scholarship,Active,40000,31-12-2025,https://scholarships.gov.in/home,The MahaDBT Post-Matric Scholarship provides financial assistance to BPL students pursuing ME in Maharashtra.
ID-487,MahaDBT Post-Matric Scholarship,Maharashtra,M.Tech.,General,National,Scholarship,Active,45000,31-12-2025,https://scholarships.gov.in/home,The MahaDBT Post-Matric Scholarship provides financial assistance to General students pursuing M.Tech. in Maharashtra.
ID-488,MahaDBT Post-Matric Scholarship,Maharashtra,M.Tech.,SC/ST/OBC,National,Scholarship,Active,50000,31-12-2025,https://scholarships.gov.in/home,The MahaDBT Post-Matric Scholarship provides financial assistance to SC/ST/OBC students pursuing M.Tech. in Maharashtra.
ID-489,MahaDBT Post-Matric Scholarship,Maharashtra,M.Tech.,Girls,National,Scholarship,Active,55000,31-12-2025,https://scholarships.gov.in/home,The MahaDBT Post-Matric Scholarship provides financial assistance to Girls students pursuing M.Tech. in Maharashtra.
ID-490,MahaDBT Post-Matric Scholarship,Maharashtra,M.Tech.,Minority,National,Scholarship,Active,10000,31-12-2025,https://scholarships.gov.in/home,The MahaDBT Post-Matric Scholarship provides financial assistance to Minority students pursuing M.Tech. in Maharashtra.
ID-491,MahaDBT Post-Matric Scholarship,Maharashtra,M.Tech.,Economically Backward Class,National,Scholarship,Active,15000,31-12-2025,https://scholarships.gov.in/home,The MahaDBT Post-Matric Scholarship provides financial assistance to Economically Backward Class students pursuing M.Tech. in Maharashtra.
ID-492,MahaDBT Post-Matric Scholarship,Maharashtra,M.Tech.,BPL,National,Scholarship,Active,20000,31-12-2025,https://scholarships.gov.in/home,The MahaDBT Post-Matric Scholarship provides financial assistance to BPL students pursuing M.Tech. in Maharashtra.
ID-493,MahaDBT Post-Matric Scholarship,Maharashtra,BDS,General,National,Scholarship,Active,25000,31-12-2025,https://scholarships.gov.in/home,The MahaDBT Post-Matric Scholarship provides financial assistance to General students pursuing BDS in Maharashtra.
ID-494,MahaDBT Post-Matric Scholarship,Maharashtra,BDS,SC/ST/OBC,National,Scholarship,Active,30000,31-12-2025,https://scholarships.gov.in/home,The MahaDBT Post-Matric Scholarship provides financial assistance to SC/ST/OBC students pursuing BDS in Maharashtra.
ID-495,MahaDBT Post-Matric Scholarship,Maharashtra,BDS,Girls,National,Scholarship,Active,35000,31-12-2025,https://scholarships.gov.in/home,The MahaDBT Post-Matric Scholarship provides financial assistance to Girls students pursuing BDS in Maharashtra.
ID-496,MahaDBT Post-Matric Scholarship,Maharashtra,BDS,Minority,National,Scholarship,Active,40000,31-12-2025,https://scholarships.gov.in/home,The MahaDBT Post-Matric Scholarship provides financial assistance to Minority students pursuing BDS in Maharashtra.
ID-497,MahaDBT Post-Matric Scholarship,Maharashtra,BDS,Economically Backward Class,National,Scholarship,Active,45000,31-12-2025,https://scholarships.gov.in/home,The MahaDBT Post-Matric Scholarship provides financial assistance to Economically Backward Class students pursuing BDS in Maharashtra.
ID-498,MahaDBT Post-Matric Scholarship,Maharashtra,BDS,BPL,National,Scholarship,Active,50000,31-12-2025,https://scholarships.gov.in/home,The MahaDBT Post-Matric Scholarship provides financial assistance to BPL students pursuing BDS in Maharashtra.
ID-499,MahaDBT Post-Matric Scholarship,Maharashtra,BS,General,National,Scholarship,Active,55000,31-12-2025,https://scholarships.gov.in/home,The MahaDBT Post-Matric Scholarship provides financial assistance to General students pursuing BS in Maharashtra.
ID-500,MahaDBT Post-Matric Scholarship,Maharashtra,BS,SC/ST/OBC,National,Scholarship,Active,10000,31-12-2025,https://scholarships.gov.in/home,The MahaDBT Post-Matric Scholarship provides financial assistance to SC/ST/OBC students pursuing BS in Maharashtra.
ID-501,MahaDBT Post-Matric Scholarship,Maharashtra,BS,Girls,National,Scholarship,Active,15000,31-12-2025,https://scholarships.gov.in/home,The MahaDBT Post-Matric Scholarship provides financial assistance to Girls students pursuing BS in Maharashtra.
ID-502,MahaDBT Post-Matric Scholarship,Maharashtra,BS,Minority,National,Scholarship,Active,20000,31-12-2025,https://scholarships.gov.in/home,The MahaDBT Post-Matric Scholarship provides financial assistance to Minority students pursuing BS in Maharashtra.
ID-503,MahaDBT Post-Matric Scholarship,Maharashtra,BS,Economically Backward Class,National,Scholarship,Active,25000,31-12-2025,https://scholarships.gov.in/home,The MahaDBT Post-Matric Scholarship provides financial assistance to Economically Backward Class students pursuing BS in Maharashtra.
ID-504,MahaDBT Post-Matric Scholarship,Maharashtra,BS,BPL,National,Scholarship,Active,30000,31-12-2025,https://scholarships.gov.in/home,The MahaDBT Post-Matric Scholarship provides financial assistance to BPL students pursuing BS in Maharashtra.
ID-505,MahaDBT Post-Matric Scholarship,Maharashtra,BE,General,National,Scholarship,Active,35000,31-12-2025,https://scholarships.gov.in/home,The MahaDBT Post-Matric Scholarship provides financial assistance to General students pursuing BE in Maharashtra.
ID-506,MahaDBT Post-Matric Scholarship,Maharashtra,BE,SC/ST/OBC,National,Scholarship,Active,40000,31-12-2025,https://scholarships.gov.in/home,The MahaDBT Post-Matric Scholarship provides financial assistance to SC/ST/OBC students pursuing BE in Maharashtra.
ID-507,MahaDBT Post-Matric Scholarship,Maharashtra,BE,Girls,National,Scholarship,Active,45000,31-12-2025,https://scholarships.gov.in/home,The MahaDBT Post-Matric Scholarship provides financial assistance to Girls students pursuing BE in Maharashtra.
ID-508,MahaDBT Post-Matric Scholarship,Maharashtra,BE,Minority,National,Scholarship,Active,50000,31-12-2025,https://scholarships.gov.in/home,The MahaDBT Post-Matric Scholarship provides financial assistance to Minority students pursuing BE in Maharashtra.
ID-509,MahaDBT Post-Matric Scholarship,Maharashtra,BE,Economically Backward Class,National,Scholarship,Active,55000,31-12-2025,https://scholarships.gov.in/home,The MahaDBT Post-Matric Scholarship provides financial assistance to Economically Backward Class students pursuing BE in Maharashtra.
ID-510,MahaDBT Post-Matric Scholarship,Maharashtra,BE,BPL,National,Scholarship,Active,10000,31-12-2025,https://scholarships.gov.in/home,The MahaDBT Post-Matric Scholarship provides financial assistance to BPL students pursuing BE in Maharashtra.
ID-511,MahaDBT Post-Matric Scholarship,Maharashtra,B.Pharma,General,National,Scholarship,Active,15000,31-12-2025,https://scholarships.gov.in/home,The MahaDBT Post-Matric Scholarship provides financial assistance to General students pursuing B.Pharma in Maharashtra.
ID-512,MahaDBT Post-Matric Scholarship,Maharashtra,B.Pharma,SC/ST/OBC,National,Scholarship,Active,20000,31-12-2025,https://scholarships.gov.in/home,The MahaDBT Post-Matric Scholarship provides financial assistance to SC/ST/OBC students pursuing B.Pharma in Maharashtra.
ID-513,MahaDBT Post-Matric Scholarship,Maharashtra,B.Pharma,Girls,National,Scholarship,Active,25000,31-12-2025,https://scholarships.gov.in/home,The MahaDBT Post-Matric Scholarship provides financial assistance to Girls students pursuing B.Pharma in Maharashtra.
ID-514,MahaDBT Post-Matric Scholarship,Maharashtra,B.Pharma,Minority,National,Scholarship,Active,30000,31-12-2025,https://scholarships.gov.in/home,The MahaDBT Post-Matric Scholarship provides financial assistance to Minority students pursuing B.Pharma in Maharashtra.
ID-515,MahaDBT Post-Matric Scholarship,Maharashtra,B.Pharma,Economically Backward Class,National,Scholarship,Active,35000,31-12-2025,https://scholarships.gov.in/home,The MahaDBT Post-Matric Scholarship provides financial assistance to Economically Backward Class students pursuing B.Pharma in Maharashtra.
ID-516,MahaDBT Post-Matric Scholarship,Maharashtra,B.Pharma,BPL,National,Scholarship,Active,40000,31-12-2025,https://scholarships.gov.in/home,The MahaDBT Post-Matric Scholarship provides financial assistance to BPL students pursuing B.Pharma in Maharashtra.
ID-517,MahaDBT Post-Matric Scholarship,Maharashtra,ICAI,General,National,Scholarship,Active,45000,31-12-2025,https://scholarships.gov.in/home,The MahaDBT Post-Matric Scholarship provides financial assistance to General students pursuing ICAI in Maharashtra.
ID-518,MahaDBT Post-Matric Scholarship,Maharashtra,ICAI,SC/ST/OBC,National,Scholarship,Active,50000,31-12-2025,https://scholarships.gov.in/home,The MahaDBT Post-Matric Scholarship provides financial assistance to SC/ST/OBC students pursuing ICAI in Maharashtra.
ID-519,MahaDBT Post-Matric Scholarship,Maharashtra,ICAI,Girls,National,Scholarship,Active,55000,31-12-2025,https://scholarships.gov.in/home,The MahaDBT Post-Matric Scholarship provides financial assistance to Girls students pursuing ICAI in Maharashtra.
ID-520,MahaDBT Post-Matric Scholarship,Maharashtra,ICAI,Minority,National,Scholarship,Active,10000,31-12-2025,https://scholarships.gov.in/home,The MahaDBT Post-Matric Scholarship provides financial assistance to Minority students pursuing ICAI in Maharashtra.
